Job Title,Company,Salary,Experience,Day Posted,Skills List,Location List
Company Secretary,Experis,9.5,4.5,2024-03,Documentation,Jaipur
Company Secretary,Experis,9.5,4.5,2024-03,Documentation,Delhi
Company Secretary,Experis,9.5,4.5,2024-03,Documentation,Bengaluru
Company Secretary,Experis,9.5,4.5,2024-03,Annual Reports,Mumbai
Company Secretary,Experis,9.5,4.5,2024-03,Annual Reports,Ahmedabad
Company Secretary,Experis,9.5,4.5,2024-03,Annual Reports,Noida
Company Secretary,Experis,9.5,4.5,2024-03,Annual Reports,Jaipur
Company Secretary,Experis,9.5,4.5,2024-03,Annual Reports,Delhi
Company Secretary,Experis,9.5,4.5,2024-03,Annual Reports,Bengaluru
Company Secretary,Experis,9.5,4.5,2024-03,Legal Compliance,Mumbai
Company Secretary,Experis,9.5,4.5,2024-03,Legal Compliance,Ahmedabad
Company Secretary,Experis,9.5,4.5,2024-03,Legal Compliance,Noida
Company Secretary,Experis,9.5,4.5,2024-03,Legal Compliance,Jaipur
Company Secretary,Experis,9.5,4.5,2024-03,Legal Compliance,Delhi
Company Secretary,Experis,9.5,4.5,2024-03,Legal Compliance,Bengaluru
Company Secretary,Strides Pharma Science Limited,15.0,15.0,2024-03,functional,Bengaluru
Company Secretary,Strides Pharma Science Limited,15.0,15.0,2024-03,companies act,Bengaluru
Company Secretary,Strides Pharma Science Limited,15.0,15.0,2024-03,corporate law,Bengaluru
Company Secretary,Strides Pharma Science Limited,15.0,15.0,2024-03,listing agreement,Bengaluru
Company Secretary,Strides Pharma Science Limited,15.0,15.0,2024-03,legal,Bengaluru
Company Secretary,Strides Pharma Science Limited,15.0,15.0,2024-03,company,Bengaluru
Company Secretary,Strides Pharma Science Limited,15.0,15.0,2024-03,sast,Bengaluru
Company Secretary,Strides Pharma Science Limited,15.0,15.0,2024-03,listing,Bengaluru
Company Secretary,Metro Brands Limited,9.0,5.0,2024-03,Legal Compliance,Mumbai
Company Secretary,Metro Brands Limited,9.0,5.0,2024-03,CS,Mumbai
Company Secretary,Metro Brands Limited,9.0,5.0,2024-03,Corporate Governance,Mumbai
Company Secretary,Metro Brands Limited,9.0,5.0,2024-03,Company Secretarial Functions,Mumbai
Company Secretary,Metro Brands Limited,9.0,5.0,2024-03,Secretarial Activities,Mumbai
Company Secretary,Metro Brands Limited,9.0,5.0,2024-03,Secretarial Audit,Mumbai
Company Secretary,Metro Brands Limited,9.0,5.0,2024-03,Functional,Mumbai
Company Secretary,Metro Brands Limited,9.0,5.0,2024-03,Secretarial Work,Mumbai
Company Secretary,Aeries Technology,4.0,8.0,2024-03,Company Secretarial Practices,Mumbai
Company Secretary,Aeries Technology,4.0,8.0,2024-03,Legal,Mumbai
Company Secretary,Aeries Technology,4.0,8.0,2024-03,General meetings,Mumbai
Company Secretary,Aeries Technology,4.0,8.0,2024-03,Companies Act,Mumbai
Company Secretary,Aeries Technology,4.0,8.0,2024-03,FEMA,Mumbai
Company Secretary,Aeries Technology,4.0,8.0,2024-03,Board meetings,Mumbai
Company Secretary,Aeries Technology,4.0,8.0,2024-03,Corporate Governance,Mumbai
Company Secretary,Aeries Technology,4.0,8.0,2024-03,RBI,Mumbai
Company Secretary,Mbsk & Co,4.5,1.5,2024-03,Fema,New Delhi
Company Secretary,Mbsk & Co,4.5,1.5,2024-03,Companies Act,New Delhi
Company Secretary,Mbsk & Co,4.5,1.5,2024-03,Compliance,New Delhi
Company Secretary,Mbsk & Co,4.5,1.5,2024-03,Corporate Law,New Delhi
Company Secretary,Mbsk & Co,4.5,1.5,2024-03,SEBI,New Delhi
Company Secretary,Mbsk & Co,4.5,1.5,2024-03,Law,New Delhi
Company Secretary,Mbsk & Co,4.5,1.5,2024-03,Act,New Delhi
Company Secretary,Mbsk & Co,4.5,1.5,2024-03,Company,New Delhi
Company Secretary,A & AB Associates,1.875,0.5,2024-03,Corporate Law,Bengaluru
Company Secretary,A & AB Associates,1.875,0.5,2024-03,Company Secretarial Practices,Bengaluru
Company Secretary,A & AB Associates,1.875,0.5,2024-03,Companies Act,Bengaluru
Company Secretary,A & AB Associates,1.875,0.5,2024-03,Compliance,Bengaluru
Company Secretary,A & AB Associates,1.875,0.5,2024-03,Corporate Governance,Bengaluru
Company Secretary,A & AB Associates,1.875,0.5,2024-03,Secretarial Activities,Bengaluru
Company Secretary,A & AB Associates,1.875,0.5,2024-03,Legal,Bengaluru
Company Secretary,A & AB Associates,1.875,0.5,2024-03,Legal Compliance,Bengaluru
Company Secretary,Sonalika Tractors,3.75,1.5,2024-03,Company Secretarial Functions,Hoshiarpur
Company Secretary,Sonalika Tractors,3.75,1.5,2024-03,Company Secretarial Practices,Hoshiarpur
Company Secretary,Sonalika Tractors,3.75,1.5,2024-03,Corporate Governance,Hoshiarpur
Company Secretary,Sonalika Tractors,3.75,1.5,2024-03,Secretarial Activities,Hoshiarpur
Company Secretary,Sonalika Tractors,3.75,1.5,2024-03,Company Law,Hoshiarpur
Company Secretary,Sonalika Tractors,3.75,1.5,2024-03,Board Meeting,Hoshiarpur
Company Secretary,Sonalika Tractors,3.75,1.5,2024-03,Listing Agreement,Hoshiarpur
Company Secretary,Sonalika Tractors,3.75,1.5,2024-03,Agreements,Hoshiarpur
Company Secretary,Escort Security & Personnel Services,9.0,1.5,2024-03,Corporate Governance,Navi Mumbai
Company Secretary,Escort Security & Personnel Services,9.0,1.5,2024-03,Secretarial Activities,Navi Mumbai
Company Secretary,Escort Security & Personnel Services,9.0,1.5,2024-03,Legal Compliance,Navi Mumbai
Company Secretary,Escort Security & Personnel Services,9.0,1.5,2024-03,Company Secretarial Practices,Navi Mumbai
Company Secretary,Escort Security & Personnel Services,9.0,1.5,2024-03,HR Generalist Activities,Navi Mumbai
Company Secretary,Escort Security & Personnel Services,9.0,1.5,2024-03,Company Secretarial Functions,Navi Mumbai
Company Secretary,Escort Security & Personnel Services,9.0,1.5,2024-03,HR Administration,Navi Mumbai
Company Secretary,Escort Security & Personnel Services,9.0,1.5,2024-03,Board Meeting,Navi Mumbai
Company Secretary,Krishi Vikas Sahakari Samiti,2.0,3.0,2024-03,MCA portal experience,Gurugram
Company Secretary,Krishi Vikas Sahakari Samiti,2.0,3.0,2024-03,Company Secretarial Practices,Gurugram
Company Secretary,Krishi Vikas Sahakari Samiti,2.0,3.0,2024-03,CS,Gurugram
Company Secretary,Krishi Vikas Sahakari Samiti,2.0,3.0,2024-03,Legal Compliance,Gurugram
Company Secretary,Krishi Vikas Sahakari Samiti,2.0,3.0,2024-03,Company,Gurugram
Company Secretary,Krishi Vikas Sahakari Samiti,2.0,3.0,2024-03,SEM,Gurugram
Company Secretary,Krishi Vikas Sahakari Samiti,2.0,3.0,2024-03,Secretarial activities,Gurugram
Company Secretary,Alankit,5.0,2.5,2024-03,Secreterial,Delhi
Company Secretary,Alankit,5.0,2.5,2024-03,Secretarial activities,Delhi
Company Secretary,Alankit,5.0,2.5,2024-03,Company,Delhi
Company Secretary,Red Piranha,5.0,2.5,2024-03,RED,Kolkata
Company Secretary,Red Piranha,5.0,2.5,2024-03,RED,Mumbai
Company Secretary,Red Piranha,5.0,2.5,2024-03,RED,New Delhi
Company Secretary,Red Piranha,5.0,2.5,2024-03,RED,Hyderabad
Company Secretary,Red Piranha,5.0,2.5,2024-03,RED,Pune
Company Secretary,Red Piranha,5.0,2.5,2024-03,RED,Chennai
Company Secretary,Red Piranha,5.0,2.5,2024-03,RED,Bengaluru
Company Secretary,Red Piranha,5.0,2.5,2024-03,TDS & Tax Compliance,Kolkata
Company Secretary,Red Piranha,5.0,2.5,2024-03,TDS & Tax Compliance,Mumbai
Company Secretary,Red Piranha,5.0,2.5,2024-03,TDS & Tax Compliance,New Delhi
Company Secretary,Red Piranha,5.0,2.5,2024-03,TDS & Tax Compliance,Hyderabad
Company Secretary,Red Piranha,5.0,2.5,2024-03,TDS & Tax Compliance,Pune
Company Secretary,Red Piranha,5.0,2.5,2024-03,TDS & Tax Compliance,Chennai
Company Secretary,Red Piranha,5.0,2.5,2024-03,TDS & Tax Compliance,Bengaluru
Company Secretary,Red Piranha,5.0,2.5,2024-03,Financial Statements,Kolkata
Company Secretary,Red Piranha,5.0,2.5,2024-03,Financial Statements,Mumbai
Company Secretary,Red Piranha,5.0,2.5,2024-03,Financial Statements,New Delhi
Company Secretary,Red Piranha,5.0,2.5,2024-03,Financial Statements,Hyderabad
Company Secretary,Red Piranha,5.0,2.5,2024-03,Financial Statements,Pune
Company Secretary,Red Piranha,5.0,2.5,2024-03,Financial Statements,Chennai
Company Secretary,Red Piranha,5.0,2.5,2024-03,Financial Statements,Bengaluru
Company Secretary,Red Piranha,5.0,2.5,2024-03,Legal Compliance,Kolkata
Company Secretary,Red Piranha,5.0,2.5,2024-03,Legal Compliance,Mumbai
Company Secretary,Red Piranha,5.0,2.5,2024-03,Legal Compliance,New Delhi
Company Secretary,Red Piranha,5.0,2.5,2024-03,Legal Compliance,Hyderabad
Company Secretary,Red Piranha,5.0,2.5,2024-03,Legal Compliance,Pune
Company Secretary,Red Piranha,5.0,2.5,2024-03,Legal Compliance,Chennai
Company Secretary,Red Piranha,5.0,2.5,2024-03,Legal Compliance,Bengaluru
Company Secretary,Red Piranha,5.0,2.5,2024-03,Interpersonal skills,Kolkata
Company Secretary,Red Piranha,5.0,2.5,2024-03,Interpersonal skills,Mumbai
Company Secretary,Red Piranha,5.0,2.5,2024-03,Interpersonal skills,New Delhi
Company Secretary,Red Piranha,5.0,2.5,2024-03,Interpersonal skills,Hyderabad
Company Secretary,Red Piranha,5.0,2.5,2024-03,Interpersonal skills,Pune
Company Secretary,Red Piranha,5.0,2.5,2024-03,Interpersonal skills,Chennai
Company Secretary,Red Piranha,5.0,2.5,2024-03,Interpersonal skills,Bengaluru
Company Secretary,Red Piranha,5.0,2.5,2024-03,Fixed Assets Counting,Kolkata
Company Secretary,Red Piranha,5.0,2.5,2024-03,Fixed Assets Counting,Mumbai
Company Secretary,Red Piranha,5.0,2.5,2024-03,Fixed Assets Counting,New Delhi
Company Secretary,Red Piranha,5.0,2.5,2024-03,Fixed Assets Counting,Hyderabad
Company Secretary,Red Piranha,5.0,2.5,2024-03,Fixed Assets Counting,Pune
Company Secretary,Red Piranha,5.0,2.5,2024-03,Fixed Assets Counting,Chennai
Company Secretary,Red Piranha,5.0,2.5,2024-03,Fixed Assets Counting,Bengaluru
Company Secretary,Red Piranha,5.0,2.5,2024-03,Accounting,Kolkata
Company Secretary,Red Piranha,5.0,2.5,2024-03,Accounting,Mumbai
Company Secretary,Red Piranha,5.0,2.5,2024-03,Accounting,New Delhi
Company Secretary,Red Piranha,5.0,2.5,2024-03,Accounting,Hyderabad
Company Secretary,Red Piranha,5.0,2.5,2024-03,Accounting,Pune
Company Secretary,Red Piranha,5.0,2.5,2024-03,Accounting,Chennai
Company Secretary,Red Piranha,5.0,2.5,2024-03,Accounting,Bengaluru
Company Secretary,Red Piranha,5.0,2.5,2024-03,Risk Management,Kolkata
Company Secretary,Red Piranha,5.0,2.5,2024-03,Risk Management,Mumbai
Company Secretary,Red Piranha,5.0,2.5,2024-03,Risk Management,New Delhi
Company Secretary,Red Piranha,5.0,2.5,2024-03,Risk Management,Hyderabad
Company Secretary,Red Piranha,5.0,2.5,2024-03,Risk Management,Pune
Company Secretary,Red Piranha,5.0,2.5,2024-03,Risk Management,Chennai
Company Secretary,Red Piranha,5.0,2.5,2024-03,Risk Management,Bengaluru
Company Secretary,Sterling & Wilson,5.0,3.5,2024-03,Company Secretarial Practices,Mumbai
Company Secretary,Sterling & Wilson,5.0,3.5,2024-03,CS,Mumbai
Company Secretary,Sterling & Wilson,5.0,3.5,2024-03,Secretarial activities,Mumbai
Company Secretary,Sterling & Wilson,5.0,3.5,2024-03,Company,Mumbai
Company Secretary,Next Education India,4.0,1.5,2024-03,Company Policies And Procedures,Kochi
Company Secretary,Next Education India,4.0,1.5,2024-03,Policies,Kochi
Company Secretary,Next Education India,4.0,1.5,2024-03,Company,Kochi
Company Secretary,Next Education India,4.0,1.5,2024-03,Procedures,Kochi
Company Secretary,Next Education India,4.0,1.5,2024-03,Secretarial activities,Kochi
Company Secretary,Madhucon Projects,5.0,2.0,2024-03,Companies Act,Hyderabad
Company Secretary,Madhucon Projects,5.0,2.0,2024-03,FEMA,Hyderabad
Company Secretary,Madhucon Projects,5.0,2.0,2024-03,Corporate Governance,Hyderabad
Company Secretary,Madhucon Projects,5.0,2.0,2024-03,Company Secretarial Functions,Hyderabad
Company Secretary,Madhucon Projects,5.0,2.0,2024-03,Company Law,Hyderabad
Company Secretary,Madhucon Projects,5.0,2.0,2024-03,SEBI,Hyderabad
Company Secretary,Madhucon Projects,5.0,2.0,2024-03,Functional,Hyderabad
Company Secretary,Madhucon Projects,5.0,2.0,2024-03,Law,Hyderabad
Company Secretary,Leading Client,9.0,1.5,2024-03,company law,Udaipura
Company Secretary,Leading Client,9.0,1.5,2024-03,correspondence,Udaipura
Company Secretary,Leading Client,9.0,1.5,2024-03,report writing,Udaipura
Company Secretary,Leading Client,9.0,1.5,2024-03,legal compliance,Udaipura
Company Secretary,Leading Client,9.0,1.5,2024-03,drafting,Udaipura
Company Secretary,Leading Client,9.0,1.5,2024-03,financial institutions,Udaipura
Company Secretary,Leading Client,9.0,1.5,2024-03,companies act,Udaipura
Company Secretary,Leading Client,9.0,1.5,2024-03,securities law,Udaipura
Company Secretary,Rudra Shares Stock Brokers Limited,5.0,2.0,2024-03,companies act,Ahmedabad
Company Secretary,Rudra Shares Stock Brokers Limited,5.0,2.0,2024-03,vetting,Ahmedabad
Company Secretary,Rudra Shares Stock Brokers Limited,5.0,2.0,2024-03,vetting contracts,Ahmedabad
Company Secretary,Rudra Shares Stock Brokers Limited,5.0,2.0,2024-03,company law,Ahmedabad
Company Secretary,Rudra Shares Stock Brokers Limited,5.0,2.0,2024-03,securities law,Ahmedabad
Company Secretary,Rudra Shares Stock Brokers Limited,5.0,2.0,2024-03,roc,Ahmedabad
Company Secretary,Rudra Shares Stock Brokers Limited,5.0,2.0,2024-03,legal documentation,Ahmedabad
Company Secretary,Rudra Shares Stock Brokers Limited,5.0,2.0,2024-03,sebi,Ahmedabad
Company Secretary,Malbros Holdings,3.875,3.0,2024-03,Company Secretarial Practices,Delhi
Company Secretary,Malbros Holdings,3.875,3.0,2024-03,Companies Act,Delhi
Company Secretary,Malbros Holdings,3.875,3.0,2024-03,Advisory Role,Delhi
Company Secretary,Malbros Holdings,3.875,3.0,2024-03,Liaison,Delhi
Company Secretary,Malbros Holdings,3.875,3.0,2024-03,Compliance,Delhi
Company Secretary,Malbros Holdings,3.875,3.0,2024-03,Secretarial Activities,Delhi
Company Secretary,Malbros Holdings,3.875,3.0,2024-03,Compliance Management,Delhi
Company Secretary,Malbros Holdings,3.875,3.0,2024-03,company governance,Delhi
Company Secretary,Sahrudaya Health Care,9.0,4.0,2024-03,Cs,Hyderabad
Company Secretary,Sahrudaya Health Care,9.0,4.0,2024-03,FEMA,Hyderabad
Company Secretary,Sahrudaya Health Care,9.0,4.0,2024-03,Corporate Governance,Hyderabad
Company Secretary,Sahrudaya Health Care,9.0,4.0,2024-03,Company Secretarial Practices,Hyderabad
Company Secretary,Sahrudaya Health Care,9.0,4.0,2024-03,Companies Act,Hyderabad
Company Secretary,Sahrudaya Health Care,9.0,4.0,2024-03,Secretarial Activities,Hyderabad
Company Secretary,Sahrudaya Health Care,9.0,4.0,2024-03,Board Meeting,Hyderabad
Company Secretary,Sahrudaya Health Care,9.0,4.0,2024-03,Complaint Handling,Hyderabad
Company Secretary,Lodha & Co,5.0,4.5,2024-03,Company Secretarial Practices,Mumbai
Company Secretary,Lodha & Co,5.0,4.5,2024-03,Cs,Mumbai
Company Secretary,Lodha & Co,5.0,4.5,2024-03,Secretarial Activities,Mumbai
Company Secretary,Lodha & Co,5.0,4.5,2024-03,Company,Mumbai
Company Secretary,Nest Education,5.0,2.5,2024-03,Manager Internal Audit,Kochi
Company Secretary,Nest Education,5.0,2.5,2024-03,Legal Compliance,Kochi
Company Secretary,Nest Education,5.0,2.5,2024-03,Income tax,Kochi
Company Secretary,Nest Education,5.0,2.5,2024-03,Corporate governance,Kochi
Company Secretary,Nest Education,5.0,2.5,2024-03,ROC,Kochi
Company Secretary,Nest Education,5.0,2.5,2024-03,Legal,Kochi
Company Secretary,Nest Education,5.0,2.5,2024-03,Indirect taxation,Kochi
Company Secretary,Nest Education,5.0,2.5,2024-03,Company law,Kochi
Company Secretary,Experis,9.5,4.5,2024-03,company secretary,Mumbai
Company Secretary,Experis,9.5,4.5,2024-03,company secretary,Ahmedabad
Company Secretary,Experis,9.5,4.5,2024-03,company secretary,Noida
Company Secretary,Experis,9.5,4.5,2024-03,company secretary,Jaipur
Company Secretary,Experis,9.5,4.5,2024-03,company secretary,Delhi
Company Secretary,Experis,9.5,4.5,2024-03,company secretary,Bengaluru
Company Secretary,Experis,9.5,4.5,2024-03,Record Keeping,Mumbai
Company Secretary,Experis,9.5,4.5,2024-03,Record Keeping,Ahmedabad
Company Secretary,Experis,9.5,4.5,2024-03,Record Keeping,Noida
Company Secretary,Experis,9.5,4.5,2024-03,Record Keeping,Jaipur
Company Secretary,Experis,9.5,4.5,2024-03,Record Keeping,Delhi
Company Secretary,Experis,9.5,4.5,2024-03,Record Keeping,Bengaluru
Company Secretary,Experis,9.5,4.5,2024-03,Company Secretarial Practices,Mumbai
Company Secretary,Experis,9.5,4.5,2024-03,Company Secretarial Practices,Ahmedabad
Company Secretary,Experis,9.5,4.5,2024-03,Company Secretarial Practices,Noida
Company Secretary,Experis,9.5,4.5,2024-03,Company Secretarial Practices,Jaipur
Company Secretary,Experis,9.5,4.5,2024-03,Company Secretarial Practices,Delhi
Company Secretary,Experis,9.5,4.5,2024-03,Company Secretarial Practices,Bengaluru
Company Secretary,Experis,9.5,4.5,2024-03,Liaison,Mumbai
Company Secretary,Experis,9.5,4.5,2024-03,Liaison,Ahmedabad
Company Secretary,Experis,9.5,4.5,2024-03,Liaison,Noida
Company Secretary,Experis,9.5,4.5,2024-03,Liaison,Jaipur
Company Secretary,Experis,9.5,4.5,2024-03,Liaison,Delhi
Company Secretary,Experis,9.5,4.5,2024-03,Liaison,Bengaluru
Company Secretary,Experis,9.5,4.5,2024-03,Corporate Governance,Mumbai
Company Secretary,Experis,9.5,4.5,2024-03,Corporate Governance,Ahmedabad
Company Secretary,Experis,9.5,4.5,2024-03,Corporate Governance,Noida
Company Secretary,Experis,9.5,4.5,2024-03,Corporate Governance,Jaipur
Company Secretary,Experis,9.5,4.5,2024-03,Corporate Governance,Delhi
Company Secretary,Experis,9.5,4.5,2024-03,Corporate Governance,Bengaluru
Company Secretary,Experis,9.5,4.5,2024-03,Documentation,Mumbai
Company Secretary,Experis,9.5,4.5,2024-03,Documentation,Ahmedabad
Company Secretary,Experis,9.5,4.5,2024-03,Documentation,Noida
Company Secretary,Experis,9.5,4.5,2024-03,Documentation,Jaipur
Company Secretary,Experis,9.5,4.5,2024-03,Documentation,Delhi
Company Secretary,Experis,9.5,4.5,2024-03,Documentation,Bengaluru
